,Gene Name,log2(Fold change),P-value
839,NSUN2,1.203,0.066
840,RBBP4,-0.754,0.079
841,AHNAK,0.692,0.248
842,AP1B1,1.482,0.01
843,SCRN1,1.075,0.027
844,TWF1,0.043,0.898
845,SF3A3,0.169,0.628
846,AIMP1,1.162,0.005
847,ILF2,-0.103,0.763
848,ILF3,0.647,0.037
849,TRAP1,1.397,0.003
850,ECH1,3.789,0.0
851,STK4;STK3,1.494,0.237
852,FLII,-3.313,0.012
853,HNRNPA0,-1.067,0.084
854,AIMP2,0.185,0.445
855,PRDX4,1.422,0.027
856,PAK2,1.458,0.014
857,CBX3,0.023,0.944
858,PSMD2,0.476,0.111
859,SRSF9,1.988,0.007
860,TRIM28,0.158,0.575
861,DHRS2,0.352,0.255
862,G3BP1,-0.022,0.921
863,EIF3I,-0.404,0.166
864,UBE2V1;TMEM189-UBE2V1,1.421,0.005
865,DYNC1I2,0.875,0.138
866,SF3B2,0.286,0.416
867,PDAP1,0.602,0.158
868,TUBB3,0.613,0.092
869,DCTN2,1.091,0.008
870,TRA2A,-0.016,0.972
871,SNX1,0.454,0.12
872,TSTA3,0.127,0.82
873,DDX39B,0.643,0.042
874,BLMH,0.799,0.263
875,CKAP5,-1.829,0.035
876,IL18,1.491,0.007
877,BOP1,2.086,0.031
878,EIF3A,0.566,0.055
879,TTLL12,1.494,0.159
880,DPYSL3,0.846,0.081
881,DYNC1H1,1.068,0.014
882,EIF4A2,0.067,0.92
883,CTTN,0.443,0.484
884,TRIM25,1.272,0.124
885,FLNC,0.374,0.541
886,GALE,0.083,0.711
887,MCM6,1.154,0.028
888,GANAB,-0.579,0.056
889,MVP,0.203,0.484
890,LASP1,1.052,0.014
891,ZNF169,1.54,0.004
892,KPNB1,0.306,0.575
893,PSMD6,1.283,0.013
894,NCAPD2,0.309,0.79
895,EFTUD2,0.479,0.135
896,KARS,0.052,0.826
897,EEA1,-0.264,0.601
898,PDIA6,0.1,0.776
899,PAFAH1B3,1.524,0.08
900,PLEC,1.598,0.103
901,PPA1,-0.266,0.276
902,NONO,0.515,0.106
903,QPRT,2.836,0.372
904,RCN1,-0.239,0.691
905,PCBP1,-0.612,0.057
906,PCBP2,-0.521,0.272
907,SF3B3,0.122,0.6
908,CNN3,0.127,0.576
909,SAFB,0.765,0.049
910,SF3A2,0.72,0.328
911,SF3A1,0.926,0.033
912,TRIP13,0.765,0.071
913,MAPRE1,0.31,0.221
914,ELAVL1,0.75,0.037
915,TOMM34,0.168,0.509
916,UBE2V2,-1.045,0.024
917,RAB11B;RAB11A,-0.349,0.399
918,ZYX,0.295,0.673
919,UAP1,0.436,0.288
920,DDB1,0.348,0.197
921,CDC37,1.147,0.295
922,FSCN1,-0.103,0.751
923,HNRNPUL2;HNRNPUL2-BSCL2,0.469,0.429
924,SMU1,0.041,0.888
925,TUBB8,0.557,0.424
926,SNRPG;SNRPGP15,-1.651,0.007
927,FAM98B,1.608,0.038
928,HSP90AB2P,-0.704,0.045
929,DPCD,-1.034,0.019
930,SH3BGRL3,1.02,0.069
931,C9orf64,-0.275,0.483
932,PSMB7,2.675,0.0
933,CROCC,1.626,0.314
934,FLNA,0.871,0.018
935,HIST2H2AA3;HIST2H2AC,-1.639,0.005
936,CIAPIN1,-0.452,0.275
937,SMYD5,-1.172,0.097
938,EDC4,0.57,0.066
939,PRPF8,0.773,0.032
940,SND1,1.625,0.004
941,EIF3M,0.963,0.309
942,CYFIP1,2.187,0.057
943,MYH14,0.919,0.148
944,HUWE1,0.668,0.089
945,PABPN1,-0.148,0.724
946,ALYREF,-0.571,0.14
947,CAND1,1.868,0.002
948,THOC6,0.2,0.727
949,CARM1,0.119,0.653
950,HIST2H2AB,1.517,0.051
951,AHNAK2,2.672,0.208
952,FTSJ3,0.123,0.67
953,CCAR2,1.931,0.027
954,NUP93,-0.211,0.505
955,ARFGAP1,-0.023,0.977
956,TXNDC5,-0.141,0.583
957,PNPT1,3.537,0.088
958,GEMIN5,0.473,0.13
959,IPO4,2.209,0.01
960,PDCD6IP,0.986,0.012
961,BRK1,0.327,0.214
962,ATXN2L,2.049,0.006
963,PSPC1,2.243,0.005
964,DNAJC9,0.778,0.024
965,CCT6B,-0.334,0.495
966,HSPH1,0.421,0.121
967,GCN1L1,1.698,0.114
968,TFG,0.193,0.738
969,HDAC2,0.939,0.027
970,UFD1L,-0.089,0.719
971,UPF1,1.606,0.049
972,TNPO1,1.233,0.006
973,EMG1,2.129,0.002
974,GLMN,1.135,0.01
975,MYDGF,0.108,0.82
976,MAGOHB,0.364,0.332
977,LRRC59,0.102,0.665
978,PPP1R14B,1.843,0.008
979,PGM2,0.539,0.163
980,ERO1L,0.488,0.39
981,FUBP3,2.228,0.007
982,ABHD14B,0.355,0.216
983,PBK,0.295,0.327
984,CNDP2,0.97,0.013
985,PRRC1,0.714,0.041
986,RBM14,0.327,0.261
987,VPS35,0.219,0.526
988,NUDCD1,3.394,0.095
989,PSMD1,1.727,0.028
990,VAT1,-0.067,0.794
991,PLIN2,0.259,0.545
992,EIF3C;EIF3CL,0.204,0.568
993,PHB2,-0.067,0.82
994,HSD17B10,1.58,0.004
995,NAP1L4,0.881,0.017
996,CCT7,0.392,0.13
997,NIPSNAP1,0.04,0.957
998,WDR77,1.46,0.009
999,CORO1B,-0.692,0.092
1000,TXNDC17,1.565,0.026
1001,ERP44,2.031,0.09
1002,COPS4,1.294,0.011
1003,TUBB6,0.148,0.606
1004,TUBB2B,-0.251,0.333
1005,PBDC1,1.229,0.006
1006,TMED9,0.593,0.1
1007,GNL3,-0.573,0.427
1008,ACAT2,2.119,0.006
1009,SF3B5,0.14,0.742
1010,EIF2A,1.38,0.004
1011,DPY30,1.109,0.023
1012,NAT10,0.571,0.082
1013,KLC2,0.393,0.135
1014,XRN2,-0.29,0.339
1015,DDX47,-0.854,0.016
1016,RAB1B;RAB1C,-0.31,0.204
1017,BOLA2;BOLA2B,0.5,0.171
1018,TMX1,-0.208,0.438
1019,PTGES2,1.597,0.002
1020,UBE2Z,0.338,0.616
1021,MOB1A;MOB1B,-0.27,0.599
1022,SFXN1,0.587,0.347
1023,GRPEL1,-0.442,0.128
1024,C12orf10,0.848,0.238
1025,CACYBP,1.696,0.03
1026,TM9SF3,0.457,0.481
1027,EXOSC4,1.079,0.01
1028,LZTFL1,-1.266,0.055
1029,TIGAR,0.33,0.422
1030,RTN4,0.663,0.037
1031,RPRD1B,0.966,0.224
1032,NIT2,0.54,0.274
1033,EXOSC3,2.562,0.001
1034,DDX21,0.983,0.02
1035,SAR1A;SAR1B,-1.635,0.164
1036,NANS,0.656,0.16
1037,EIF2B3,0.957,0.019
1038,AASDHPPT,-0.294,0.265
1039,HEBP1,0.834,0.017
1040,FARSB,1.726,0.002
1041,ATG3,0.611,0.392
1042,FAM49B,1.9,0.002
1043,DDX19A,1.002,0.081
1044,DDX18,0.164,0.74
1045,SLTM,2.248,0.056
1046,MAT2B,4.742,0.01
1047,RCC2,0.452,0.107
1048,BCCIP,1.55,0.101
1049,LARS,1.218,0.01
1050,GRHPR,0.987,0.014
1051,PEF1,0.531,0.076
1052,ABCF2,1.693,0.001
1053,NDRG3,0.935,0.021
1054,SRP68,1.984,0.002
1055,CHORDC1,0.766,0.101
1056,SEPT9,0.935,0.023
1057,PFDN2,-0.15,0.85
1058,TRMT112,0.025,0.918
1059,SLC25A13,1.176,0.016
1060,DBNL,0.38,0.686
1061,HSPB8,1.464,0.058
1062,STOML2,1.278,0.007
1063,MRTO4,2.694,0.017
1064,CPSF3,0.527,0.744
1065,RALY,-0.076,0.741
1066,CDV3,0.851,0.027
1067,CORO1C,0.776,0.107
1068,PRPF19,0.051,0.829
1069,UBQLN1,0.615,0.193
1070,MAGED2,-1.771,0.035
1071,COPS3,-0.276,0.646
1072,NSFL1C,0.935,0.043
1073,SRRM2,0.482,0.143
1074,PA2G4,0.106,0.775
1075,RUVBL2,1.082,0.007
1076,RUVBL1,0.386,0.157
1077,NUDC,1.329,0.023
1078,VDAC3,-0.659,0.046
1079,CFL2,1.327,0.006
1080,FARSA,0.952,0.104
1081,CNPY2,0.4,0.297
1082,MRPS28,0.198,0.69
1083,CARHSP1,1.189,0.022
1084,NOP58,1.012,0.054
1085,SUGT1,0.874,0.015
1086,LSM2,1.937,0.002
1087,LUC7L2,0.469,0.084
1088,PPIL1,0.331,0.297
1089,STRAP,0.097,0.707
1090,RTCB,0.961,0.034
1091,RPL36,0.26,0.329
1092,TLN1,0.663,0.048
1093,AFG3L2,0.561,0.103
1094,LSM5,-0.295,0.259
1095,PPME1,2.9,0.005
1096,YTHDF2,-1.06,0.09
1097,SUPT16H,1.448,0.003
1098,CD2AP,1.516,0.005
1099,TIMM13,0.463,0.096
1100,GMPPB,2.972,0.01
1101,RBM8A,-0.084,0.835
1102,COPG1,0.923,0.069
1103,CLIC4,0.057,0.86
1104,MTCH2,1.871,0.01
1105,PSMC3,0.567,0.103
