,Gene Name,log2(Fold change),P-value
829,NAMPT,0.137,0.555
830,PSMC4,-0.077,0.678
831,TSFM,0.259,0.172
832,VDAC2,0.176,0.21
833,CBX5,-0.502,0.014
834,USP5,0.092,0.574
835,RANGAP1,-0.117,0.435
836,RECQL,-0.012,0.922
837,NOP2,0.272,0.081
838,RPL27A,0.305,0.069
839,RPL5,0.366,0.046
840,RPL21,0.259,0.097
841,RPL28,0.075,0.593
842,RPS9,0.223,0.159
843,RPS10;RPS10-NUDT3,0.084,0.564
844,GNPDA1,0.258,0.18
845,YAP1,-0.514,0.017
846,IQGAP1,-0.249,0.088
847,STT3A,-0.052,0.698
848,CAPZA2,0.262,0.361
849,CAPZB,0.084,0.529
850,EIF1AX;EIF1AY,0.332,0.034
851,QARS,-0.028,0.824
852,RPL29,0.132,0.445
853,UQCRFS1;UQCRFS1P1,0.067,0.778
854,ATP5O,0.048,0.735
855,ARCN1,0.072,0.579
856,LSS,-0.569,0.167
857,PSMD8,-0.054,0.788
858,CCT5,-0.058,0.715
859,ALDH9A1,-0.353,0.065
860,RPL34,0.395,0.03
861,RPIA,0.348,0.26
862,LMAN1,0.125,0.44
863,NASP,-0.367,0.024
864,FASN,-0.408,0.026
865,CCT3,-0.043,0.769
866,TUFM,0.052,0.672
867,SRP9;DKFZp564M2223,-0.085,0.519
868,AARS,0.077,0.664
869,SARS,0.397,0.038
870,PPM1F,-1.213,0.249
871,PSMB3,0.134,0.349
872,PSMB2,-0.005,0.969
873,MCM2,-0.716,0.005
874,ACADVL,-0.082,0.548
875,TMED10,0.029,0.815
876,RBM25,-0.238,0.267
877,HINT1,0.02,0.895
878,RANBP2,-0.062,0.614
879,GMPS,0.017,0.892
880,IDH3A,-0.907,0.141
881,GDI2,-0.02,0.872
882,SERPINH1,-0.631,0.004
883,PDLIM4,-0.58,0.055
884,ST13;ST13P5,-0.186,0.193
885,VASP,-0.687,0.012
886,DNM2;DNM1,-0.392,0.044
887,NUDT2,-0.54,0.246
888,RPL14,0.161,0.318
889,CCT8,-0.192,0.227
890,CCT4,-0.031,0.825
891,ANXA11,-0.23,0.223
892,RAB5C,-0.277,0.097
893,RAB7A,-0.034,0.82
894,RAB13,-0.278,0.369
895,DUSP3,-0.215,0.201
896,SSR4,-0.01,0.955
897,BCAP31,-0.165,0.213
898,PSMD7,0.217,0.12
899,HDGF,0.116,0.662
900,HNRNPA3,-0.077,0.544
901,PGD,-0.183,0.174
902,HNRNPM,-0.066,0.628
903,KPNA2,-0.219,0.276
904,ARHGDIA,0.222,0.196
905,HNRNPF,-0.174,0.205
906,MSH6,-0.258,0.11
907,KIF11,-0.411,0.088
908,SMS,0.396,0.035
909,HK2,0.658,0.005
910,CAPZA1,0.085,0.578
911,NUP98,0.199,0.426
912,BLVRA,-0.481,0.149
913,SLC25A1,-0.584,0.015
914,ACLY,0.257,0.086
915,METAP1,-0.041,0.8
916,SUCLG1,-0.22,0.124
917,COPB1,-0.135,0.35
918,COPA,-0.086,0.48
919,CTSC,-0.705,0.004
920,SUB1,0.181,0.221
921,RARS,-0.025,0.838
922,YARS,0.128,0.554
923,BCAT1,0.067,0.863
924,ATP1B3,0.181,0.375
925,RAD23B,-0.454,0.023
926,ALDH18A1,0.035,0.778
927,NAPA,-0.036,0.805
928,EIF5,-0.097,0.664
929,PSMD4,0.1,0.511
930,CSE1L,0.167,0.244
931,VCP,0.022,0.856
932,HADHB,-0.201,0.176
933,ADK,0.606,0.007
934,ADAR,-0.246,0.098
935,SEC13,-0.802,0.003
936,HNRNPH2,-0.02,0.886
937,OXCT1,-0.013,0.921
938,EIF3B,-0.027,0.831
939,MARS,0.673,0.015
940,ATP5I,-0.087,0.577
941,EIF6,0.033,0.806
942,CTBP2,-0.045,0.822
943,NUP107,-0.261,0.129
944,ARPC4;ARPC4-TTLL3,-0.141,0.306
945,SEC61G,0.064,0.613
946,TPI1,-0.088,0.478
947,EIF3E,0.044,0.738
948,SEC61B,0.455,0.064
949,UBE2G2,0.346,0.253
950,EIF4A1,0.033,0.841
951,RPS20,0.014,0.93
952,PSMA6,-0.018,0.89
953,S100A10,-0.579,0.007
954,CDC42,-0.156,0.293
955,DSTN,-0.185,0.509
956,RAB2A,-0.075,0.542
957,RAB10,-0.229,0.108
958,UBE2M,0.053,0.732
959,UBE2K,-1.129,0.227
960,UBE2N,0.267,0.104
961,RAB14,-0.395,0.025
962,ACTR3,-0.145,0.401
963,ACTR2,-0.411,0.035
964,ACTR1A,-0.108,0.415
965,ABCE1,-0.041,0.846
966,RAP1B,-0.062,0.644
967,RPS3A,0.163,0.267
968,RPL26;RPL26L1,0.24,0.161
969,PSME3,0.172,0.262
970,MAGOH;MAGOHB,-0.498,0.031
971,RPL27,0.12,0.368
972,RPL37A,0.184,0.225
973,RHOA,0.134,0.346
974,HSPE1;HSPE1-MOB4,0.039,0.787
975,VBP1,0.243,0.341
976,B2M,-0.502,0.077
977,NUTF2,0.092,0.601
978,HNRNPK,-0.179,0.195
979,YWHAG,-0.166,0.43
980,RRAS2,0.064,0.618
981,RPS7,0.132,0.336
982,PPP1CA,-0.172,0.308
983,PPP1CB,-0.288,0.076
984,PSMC1,-0.075,0.617
985,PSMC5,0.02,0.877
986,RPS8,0.407,0.02
987,RPS15A,0.231,0.124
988,RPS16,0.239,0.09
989,YWHAE,0.163,0.207
990,RPS23,0.113,0.492
991,RPS18,0.23,0.108
992,RPS29,0.166,0.232
993,RPS13,0.178,0.251
994,RPS11,0.247,0.134
995,SNRPE,-0.5,0.009
996,SNRPF,-0.59,0.037
997,LSM3,-0.288,0.061
998,SNRPD1,-0.306,0.046
999,SNRPD2,-0.56,0.02
1000,SNRPD3,-0.186,0.19
1001,TMSB4X,-0.478,0.392
1002,PSMC6,-0.29,0.088
1003,RPL7A,0.389,0.034
1004,ETF1,0.074,0.544
1005,RPS4X,0.351,0.032
1006,RPS6,0.18,0.25
1007,HIST1H4A,-0.572,0.009
1008,RAN,0.089,0.5
1009,RPL23,0.214,0.147
1010,RPS25,0.253,0.13
1011,RPS26;RPS26P11,0.194,0.19
1012,RPS28,0.339,0.04
1013,FAU,-0.059,0.667
1014,GNB1,-0.469,0.03
1015,GNB2,-0.437,0.013
1016,RPL39;RPL39P5,0.453,0.038
1017,RPL31,0.334,0.036
1018,RPL10A,0.348,0.045
1019,RPL11,0.351,0.04
1020,RPL8,0.109,0.482
1021,PPIA,-0.097,0.464
1022,FKBP1A;FKBP12-Exip2,0.009,0.956
1023,RPS27A;UBC;UBB,1.3,0.004
1024,GRB2,0.194,0.527
1025,RAC1;RAC3,-0.08,0.529
1026,AP2B1,-0.039,0.819
1027,GNAS,-0.262,0.103
1028,YWHAZ,-0.08,0.507
1029,PPP2R2A,0.3,0.324
1030,DYNLL1,-0.584,0.038
1031,RPL38,0.302,0.156
1032,RPS21,0.076,0.533
1033,GNB2L1,0.066,0.588
1034,TMSB10,-0.048,0.766
1035,PPP2CA;PPP2CB,-0.042,0.727
1036,YBX1,0.167,0.32
1037,CSNK2B;CSNK2B-LY6G5B-1181;CSNK2B-LY6G5B--991,1.61,0.12
1038,ACTC1;ACTA1,0.077,0.59
1039,EEF1A1;EEF1A1P5,0.092,0.53
1040,TUBB4B,0.05,0.677
1041,PAFAH1B2,-0.206,0.209
1042,EIF4G2,-0.098,0.529
1043,CCT2,-0.012,0.93
1044,GSTO1,0.097,0.724
1045,PRKDC,-0.196,0.256
1046,MRPS25,0.25,0.203
1047,MRPS35,0.424,0.388
1048,MRPS5,0.381,0.11
1049,MRPS9,0.142,0.296
1050,SARNP,-0.291,0.1
1051,LACTB,-0.188,0.213
1052,RPL24,0.28,0.074
1053,ARF1;ARF3,-0.212,0.283
1054,ERH,0.173,0.321
1055,RHOG,-0.194,0.19
1056,SRSF3,-0.021,0.873
1057,FOXK1,0.063,0.735
1058,RBM10,-0.663,0.036
1059,RBM3,-0.04,0.82
1060,TFAM,-0.39,0.02
1061,SLC25A3,0.275,0.067
1062,PURA,-0.007,0.962
1063,CLTC,-0.165,0.208
1064,NFKB2,-0.919,0.072
1065,FKBP3,-0.049,0.767
1066,SORD,-0.008,0.956
1067,HNRNPU,-0.23,0.1
1068,SPTBN1,-0.512,0.011
1069,FABP5,0.209,0.302
1070,CAP1,-0.147,0.276
1071,HMGCS1,-0.621,0.004
1072,DR1,0.229,0.649
1073,PFKP,-0.152,0.344
1074,PLCB3,-0.571,0.062
1075,OGDH,-0.176,0.343
1076,ALDH6A1,-0.588,0.067
1077,FKBP4,0.07,0.65
1078,PLOD1,-0.059,0.78
1079,RPL6,0.227,0.125
1080,LMNB2,-0.118,0.544
1081,GBE1,-0.435,0.013
1082,GLO1,-0.076,0.588
1083,SSBP1,-0.073,0.726
1084,YWHAH,0.269,0.09
1085,CSTF1,-0.873,0.006
1086,SRSF11,-0.018,0.908
1087,PPAT,0.27,0.063
1088,GFPT1,0.079,0.55
1089,PSME1,-0.438,0.024
1090,RING1,-0.08,0.642
1091,PRDX1,0.1,0.439
1092,C1QBP,0.315,0.041
1093,CKAP4,0.023,0.884
1094,KHDRBS1,-0.058,0.654
1095,BAX,-0.457,0.11
1096,ARHGAP1,-0.307,0.191
1097,PPP3CA,0.398,0.022
1098,DHX9,-0.094,0.485
1099,LGALS3BP,0.2,0.436
1100,PPID,-0.129,0.397
1101,SSRP1,-0.284,0.072
1102,NSUN2,0.461,0.035
1103,RBBP4,-0.32,0.052
1104,AHNAK,-0.083,0.811
1105,AP1B1,-0.011,0.934
1106,CPSF1,-0.577,0.273
1107,PMPCA,0.158,0.47
1108,SCRN1,0.025,0.877
1109,TWF1,0.103,0.645
1110,SF3A3,0.139,0.326
1111,AIMP1,-0.081,0.522
1112,ILF2,-0.031,0.805
1113,ILF3,-0.091,0.487
1114,TRAP1,0.257,0.081
1115,PPP1R8,-0.227,0.433
1116,ECH1,-0.847,0.012
1117,STK4;STK3,-0.726,0.015
1118,FLII,-0.004,0.977
1119,IK,-0.106,0.638
1120,PRKAA1,-0.658,0.003
1121,HNRNPA0,-0.503,0.011
1122,AIMP2,0.07,0.671
1123,PRDX4,0.552,0.015
1124,PAK2,0.028,0.896
1125,CBX3,-0.271,0.136
1126,PSMD2,0.171,0.219
1127,SRSF9,0.097,0.564
1128,SRSF5,0.038,0.804
1129,TRIM28,0.699,0.004
1130,DHRS2,-0.801,0.01
1131,G3BP1,-0.103,0.447
1132,EIF3I,0.167,0.216
1133,CTBP1,-0.305,0.099
1134,UBE2V1;TMEM189-UBE2V1,-0.092,0.482
1135,DYNC1I2,0.247,0.174
1136,NNT,-0.297,0.157
1137,TCOF1,0.288,0.139
1138,SF3B2,-0.173,0.312
1139,PDAP1,1.019,0.089
1140,ROCK1,-0.458,0.011
1141,PICALM,0.019,0.881
1142,TUBB3,-0.131,0.38
1143,HDAC1,-0.869,0.051
1144,DCTN2,0.13,0.353
1145,NAE1,-0.185,0.179
1146,SNW1,-0.31,0.087
1147,TRA2A,-0.227,0.151
1148,SNX1,-0.345,0.035
1149,TSTA3,-0.126,0.504
1150,MOGS,-0.483,0.013
1151,ALCAM,0.642,0.006
1152,SPTAN1,-0.343,0.186
1153,DDX39B,-0.048,0.741
1154,BLMH,-0.057,0.815
1155,EXOSC2,-0.646,0.005
1156,CBFB,-0.503,0.072
1157,CKAP5,-0.557,0.072
1158,IL18,0.006,0.961
1159,BOP1,0.179,0.208
1160,EIF3A,-0.062,0.606
1161,MLEC,0.113,0.545
1162,TTLL12,-0.452,0.071
1163,FHL2,0.132,0.539
1164,DPYSL3,-0.336,0.07
1165,DYNC1H1,0.284,0.085
1166,EIF2B1,-0.311,0.494
1167,EIF4A2,-0.76,0.007
1168,CTTN,0.174,0.223
1169,TRIM25,-0.121,0.427
1170,FLNC,0.638,0.013
1171,FKBP8,-0.174,0.556
1172,GNA13,-0.633,0.005
1173,GALE,0.203,0.149
1174,RBM39,-0.109,0.471
1175,MCM6,-0.495,0.027
1176,SMC1A,-0.151,0.281
1177,USP10,-0.231,0.135
1178,GANAB,-0.088,0.551
1179,MVP,-0.052,0.821
1180,LASP1,-0.224,0.172
1181,KPNB1,-0.063,0.6
1182,PSMD6,-0.207,0.729
1183,SEPT2,-0.311,0.087
1184,NCAPD2,-1.107,0.142
1185,EFTUD2,-0.674,0.005
1186,KARS,-0.084,0.605
1187,RRS1,0.465,0.012
1188,EIF4H,-0.267,0.093
1189,EEA1,-0.179,0.595
1190,PDIA6,-0.158,0.272
1191,PAFAH1B3,-0.361,0.042
1192,PLEC,0.143,0.317
1193,PPA1,0.265,0.097
1194,PTGES3,-0.193,0.227
1195,NONO,-0.233,0.141
1196,QPRT,-0.009,0.954
1197,RCN1,-0.305,0.264
1198,PCBP1,-0.23,0.099
1199,PCBP2,-0.093,0.451
1200,TCEB2,-0.33,0.068
1201,SF3B3,-0.616,0.004
1202,CNN3,-0.086,0.536
1203,SAFB,-0.237,0.101
1204,SF3A2,0.549,0.072
1205,SF3A1,0.02,0.877
1206,TRIP13,0.408,0.112
1207,MAPRE1,0.015,0.917
1208,ELAVL1,0.034,0.801
1209,NSDHL,0.102,0.652
1210,SLC1A5,0.286,0.196
1211,TOMM34,0.285,0.12
1212,TBCE,-0.151,0.38
1213,VAMP3,-0.012,0.933
1214,NEDD8;NEDD8-MDP1,0.055,0.768
1215,RAB11B;RAB11A,-0.278,0.06
1216,ZYX,0.139,0.544
1217,ADRM1,-0.139,0.361
1218,UAP1,0.115,0.706
1219,DDB1,-0.366,0.036
1220,PPP2R5E,-0.69,0.002
1221,MRPL23,-0.16,0.491
1222,CDC37,0.063,0.734
1223,DBN1,-0.277,0.126
1224,FSCN1,-0.186,0.208
1225,DECR1,-0.65,0.018
1226,NDUFA5,0.16,0.536
1227,NDUFA9,0.955,0.001
1228,UPP1,1.026,0.001
1229,CDO1,0.04,0.776
1230,HNRNPUL2;HNRNPUL2-BSCL2,-0.278,0.086
1231,SMU1,-0.261,0.228
1232,LEPRE1,-0.334,0.062
1233,TUBB8,-0.056,0.727
1234,MRPL51,0.132,0.564
1235,FAM98B,-0.165,0.229
1236,HSP90AB2P,-0.472,0.023
1237,ZNF326,-0.294,0.066
1238,MAGED2,-0.707,0.018
1239,RRP12,0.132,0.449
1240,SNX5,-0.263,0.261
1241,SH3BGRL3,0.382,0.091
1242,FLNA,-0.103,0.478
1243,ATL3,-0.254,0.098
1244,SMYD5,-2.912,0.002
1245,LAMTOR1,-0.211,0.125
1246,TWF2,-0.779,0.01
1247,SLC25A24,-0.487,0.01
1248,HIBCH,-1.151,0.091
1249,PTRF,-1.267,0.0
1250,SLC27A4,-0.069,0.655
1251,EDC4,0.188,0.287
1252,PRPF8,-0.051,0.714
1253,FAHD1,-0.028,0.877
1254,HSDL2,0.455,0.385
1255,UNC13D,0.272,0.097
1256,HIST2H3A,-0.719,0.005
1257,SND1,0.215,0.146
1258,TRMT10C,-0.101,0.49
1259,EIF3M,-0.008,0.953
1260,CYFIP1;CYFIP2,0.411,0.047
1261,MYH14,-0.141,0.376
1262,HUWE1,-0.334,0.058
1263,PABPN1,0.01,0.955
1264,KTN1,-0.217,0.202
1265,ALYREF,-0.152,0.241
1266,CAND1,-0.221,0.126
1267,THOC6,-0.269,0.334
1268,CXorf67,0.349,0.133
1269,CARM1,0.334,0.074
1270,HIST2H2AB,0.103,0.732
1271,AHNAK2,-0.072,0.609
1272,RHOT2,-0.293,0.068
1273,MRPL41,0.052,0.738
1274,FTSJ3,-0.139,0.449
1275,CCAR2,-0.026,0.873
1276,NDUFAF2,0.148,0.422
1277,NUP93,-0.911,0.001
1278,LRRC47,-0.44,0.017
1279,ARFGAP1,0.197,0.173
1280,COLGALT1,-0.283,0.237
1281,TXNDC5,-0.062,0.609
1282,PDPR,-0.183,0.195
1283,MAPK1IP1L,-0.253,0.339
1284,NGDN,0.415,0.034
1285,NUP43,-0.455,0.051
1286,PLBD2,0.896,0.032
1287,NPLOC4,-0.181,0.32
1288,RDH11,-0.17,0.248
1289,LRRC20,-0.179,0.629
1290,PNPT1,0.318,0.05
1291,GEMIN5,-0.535,0.008
1292,IPO4,-0.023,0.878
1293,PPP4R1,-0.153,0.404
1294,ZC3H15,0.346,0.091
1295,PPP1R13L,-0.36,0.036
1296,PDCD6IP,-0.052,0.665
1297,SCFD1,-0.399,0.019
1298,UBLCP1,-0.076,0.589
1299,ATXN2L,0.207,0.514
1300,PSPC1,0.316,0.208
1301,DNAJC9,0.3,0.058
1302,DDX1,-0.108,0.405
1303,H1FX,0.05,0.683
1304,CCT6B,-0.119,0.422
1305,HSPH1,-0.423,0.068
1306,GCN1L1,0.116,0.423
1307,TFG,-0.993,0.01
1308,HDAC2,-0.222,0.142
1309,RAD50,-0.306,0.253
1310,UFD1L,0.149,0.284
1311,UPF1,-0.108,0.435
1312,SMARCC1,-0.295,0.153
1313,TNPO1,0.004,0.975
1314,EMG1,0.018,0.917
1315,HIST1H2AC;HIST3H2A;HIST1H2AB,-0.086,0.53
1316,TSR2,-0.455,0.014
1317,MYDGF,-0.033,0.795
1318,NCLN,-1.119,0.019
1319,MRPL24,-0.28,0.112
1320,LRRC59,0.293,0.058
1321,FKBP10,-0.232,0.222
1322,COA7,-0.653,0.012
1323,FAM136A,-0.192,0.272
1324,EFHD2,0.163,0.572
1325,PYCR2,-0.304,0.085
1326,PPP1R14B,0.765,0.027
1327,SNRNP40;DKFZp434D199,0.211,0.219
1328,SEH1L,-0.607,0.008
1329,PGM2,0.251,0.384
1330,FAHD2A;FAHD2B,-0.003,0.987
1331,ERO1L,-0.268,0.196
1332,PGAM5,-0.172,0.255
1333,FUBP3,-0.241,0.664
1334,SUCLG2,-0.188,0.17
1335,GMPPA,0.05,0.837
1336,ABHD14B,0.271,0.078
1337,THOC3,-0.621,0.01
1338,DNAH8,-1.546,0.192
1339,CLPTM1L,-0.181,0.176
1340,PBK,-0.458,0.02
1341,CNDP2,-0.109,0.387
1342,PRRC1,-0.249,0.118
1343,DOCK7,-0.289,0.36
1344,RBM14,-0.115,0.467
1345,VPS35,-0.235,0.131
1346,PURB,-0.19,0.186
1347,GFM1,-0.184,0.78
1348,MMS19,-0.606,0.209
1349,PSMB7,-0.116,0.374
1350,CDC5L,-0.325,0.082
1351,PSMD1,-0.137,0.585
1352,PFDN5,0.08,0.67
1353,VAT1,-0.15,0.292
1354,PLIN2,-0.407,0.139
1355,S100A13,-0.336,0.162
1356,EIF3C;EIF3CL,0.162,0.372
1357,TTC1,0.583,0.007
1358,PHB2,0.244,0.176
1359,KIF2C,-0.806,0.005
1360,HSD17B10,0.111,0.539
1361,NAP1L4,-0.078,0.558
1362,ACO2,-0.166,0.223
1363,CCT7,0.016,0.897
1364,NIPSNAP1,-0.474,0.02
1365,NCAPG,-0.407,0.03
1366,ARPC5L,-0.902,0.222
1367,WDR77,0.074,0.699
1368,MYBBP1A,3.097,0.019
1369,CORO1B,-0.557,0.013
1370,TXNDC17,0.171,0.202
1371,GINS3,-0.291,0.073
1372,ERP44,0.207,0.167
1373,TACO1,0.547,0.022
1374,ESYT1,-0.122,0.445
1375,COPS4,-0.493,0.192
1376,ANP32E,0.031,0.837
1377,TUBB6,0.471,0.01
1378,PDCD10,-0.011,0.961
1379,NTMT1,0.009,0.953
1380,TUBB2B,0.32,0.042
1381,TMEM109,-0.129,0.539
1382,PBDC1,0.357,0.351
1383,TMED9,-0.052,0.745
1384,GNL3,0.235,0.286
1385,RBM4;RBM4B,-0.409,0.074
1386,SF3B5,-0.228,0.105
1387,HINT2,-0.314,0.054
1388,SRRT,-0.223,0.26
1389,CECR5,-0.026,0.926
1390,MRPL13,0.143,0.445
1391,MRPL1,-0.006,0.989
1392,NLN,-0.245,0.219
1393,RAB34,-0.589,0.01
1394,WDR12,0.242,0.094
1395,SLIRP,-0.059,0.652
1396,NAT10,0.061,0.622
1397,KLC2;KLC1,0.02,0.909
1398,ILKAP;ILKAP3,-1.066,0.289
1399,XRN2,-0.176,0.207
1400,DDX47,-0.17,0.224
1401,RAB1B,-0.26,0.074
1402,IRF2BPL,-0.056,0.794
1403,EHD4,-0.293,0.18
1404,MRPL46,-0.323,0.055
1405,TMX1,-0.251,0.114
1406,EHD1,-0.589,0.031
1407,NOL6,-0.142,0.368
1408,RPAP3,0.253,0.291
1409,PTGES2,-0.144,0.379
1410,PHAX,-0.365,0.038
1411,SFXN1,-0.221,0.115
1412,L2HGDH,-0.401,0.103
1413,GRPEL1,-0.09,0.609
1414,C12orf10,0.026,0.843
1415,CACYBP,-0.397,0.346
1416,MCCC2,-1.334,0.104
1417,SDF2L1,0.186,0.459
1418,TM9SF3,-0.181,0.374
1419,DYNLRB1;DYNLRB2,-0.107,0.623
1420,EMC7,0.415,0.202
1421,EXOSC4,-0.119,0.574
1422,NOP10,0.008,0.947
1423,LZTFL1,-0.323,0.067
1424,TIGAR,0.011,0.939
1425,RTN4,0.27,0.112
1426,RPRD1B,0.125,0.357
1427,NIT2,0.487,0.475
1428,EXOSC5,0.224,0.115
1429,EXOSC3,-0.447,0.096
1430,PDLIM7,-0.309,0.08
1431,DDX21,0.057,0.763
1432,SAR1A,-1.503,0.145
1433,NANS,0.139,0.409
1434,EIF2B3,0.15,0.609
1435,AASDHPPT,-0.213,0.126
1436,RAB6B;RAB6A,-0.12,0.372
1437,APOBEC3C,-0.095,0.626
1438,FARSB,0.069,0.594
1439,IARS2,-1.285,0.087
1440,LIN7C,0.231,0.136
1441,FAM49B,-0.052,0.685
1442,DDX19A,0.412,0.28
1443,IMP3,-0.377,0.254
1444,PARVA,-0.685,0.133
1445,ATAD3A,0.501,0.197
1446,DDX18,-0.43,0.206
1447,PNPO,0.242,0.342
1448,ARMC1,-0.006,0.968
1449,RBM22,0.194,0.337
1450,SLTM,-0.382,0.035
1451,COMMD8,-0.9,0.007
1452,OCIAD1,-0.231,0.1
1453,GAR1,0.456,0.025
1454,AATF,0.373,0.116
1455,DDX56,0.486,0.012
1456,COA4,0.354,0.154
1457,MRPL39,0.413,0.051
1458,UGGT1,-0.369,0.028
1459,TECR,-0.262,0.098
1460,CISD1,-0.43,0.095
1461,MAT2B,-0.031,0.817
1462,MYOF,-0.154,0.675
1463,CNIH4,-0.421,0.045
1464,MRPL15,0.112,0.614
1465,HACD3,-0.262,0.078
1466,NDUFA13,-1.021,0.006
1467,PDP1,-2.929,0.0
1468,RCC2,-0.528,0.013
1469,BCCIP,-0.428,0.037
1470,CPSF2,-0.181,0.358
1471,LARS,0.277,0.121
1472,GNG12,-0.593,0.016
1473,GRHPR,-0.427,0.025
1474,CTSZ,-0.994,0.003
1475,UBA2,-0.275,0.067
1476,PEF1,0.512,0.036
1477,ABCF2,0.185,0.182
1478,NDRG3,-0.166,0.359
1479,LIMA1,0.763,0.079
1480,SRP68,-0.021,0.868
1481,CHORDC1,0.254,0.208
1482,SEPT9,-0.108,0.409
1483,UBQLN2,-0.516,0.054
1484,PFDN2,0.614,0.004
1485,TRMT112,-0.488,0.075
1486,SLC25A13,-0.624,0.011
1487,DBNL,0.349,0.198
1488,DCTN4,0.643,0.003
1489,STOML2,0.169,0.216
1490,MRTO4,0.217,0.371
1491,CPSF3,-0.517,0.097
1492,RALY,-0.38,0.026
1493,CDV3,-0.151,0.408
1494,CORO1C,0.319,0.086
1495,NOB1,-0.105,0.404
1496,PRPF19,-0.226,0.148
1497,UBQLN1,-0.144,0.275
1498,VPS4A,-1.041,0.131
1499,G3BP2,-0.273,0.164
1500,STUB1,-0.091,0.608
1501,PSMD13,-0.046,0.731
1502,PROCR,0.789,0.015
1503,COPS3,-0.141,0.271
1504,NSFL1C,-0.435,0.137
1505,SRRM2,0.138,0.434
1506,PA2G4,0.033,0.836
1507,SMC3,-0.428,0.04
1508,RUVBL2,-0.155,0.26
1509,PIN4,-0.439,0.023
1510,RUVBL1,-0.019,0.899
1511,NUDC,0.052,0.67
1512,VDAC3,-0.324,0.179
1513,CFL2,0.215,0.153
1514,FARSA,0.094,0.699
1515,DRG1,0.212,0.139
1516,NCKAP1,-0.258,0.184
1517,CNPY2,0.013,0.931
1518,GSTK1,-0.241,0.2
1519,LAMTOR2,-0.486,0.279
1520,MRPS28,-0.664,0.132
1521,POLDIP2,-0.027,0.82
1522,NOP58,0.109,0.57
1523,SUGT1,-0.397,0.059
1524,YARS2,0.059,0.724
1525,LSM2,-0.445,0.021
1526,MRPS2,-0.054,0.773
1527,SBDS,0.143,0.599
1528,MRPL11,-0.008,0.967
1529,PPIL1,-0.102,0.531
1530,STRAP,-0.043,0.787
1531,RTCB,0.095,0.442
1532,NOC2L,-0.534,0.008
1533,RPL36,0.371,0.029
1534,TLN1,-0.008,0.947
1535,AFG3L2,-0.107,0.487
1536,PPME1,-0.173,0.641
1537,YTHDF2,-0.561,0.031
1538,SUPT16H,-0.094,0.45
1539,TIMM9,0.345,0.045
1540,CD2AP,-0.115,0.582
1541,ATP6V1D,0.216,0.554
1542,TIMM13,0.062,0.69
1543,SRPRB,0.426,0.021
1544,GTF3C5,-0.555,0.009
1545,RBM8A,0.017,0.895
1546,SNX8,0.132,0.312
1547,COPG1,0.214,0.198
1548,CLIC4,0.176,0.385
1549,NFS1,0.406,0.223
1550,MTCH2,-0.108,0.39
1551,PSMC3,-0.371,0.04
1552,ACIN1,-0.096,0.469
