,Gene Name,log2(Fold change),P-value
830,SKIV2L2,0.132,0.333
831,RPS27,-0.186,0.086
832,LRPPRC,0.21,0.089
833,ACAA2,-0.826,0.001
834,RPL35,0.393,0.016
835,MSH2,-0.692,0.207
836,GPD2,-0.436,0.093
837,MAGEA4,-0.072,0.482
838,RANBP1,0.068,0.564
839,NAMPT,-0.155,0.387
840,PSMC4,0.029,0.856
841,TSFM,0.482,0.04
842,CBX5,-0.292,0.024
843,USP5,0.065,0.657
844,RANGAP1,0.107,0.396
845,RECQL,-0.407,0.013
846,NOP2,0.272,0.07
847,RPL27A,0.459,0.005
848,RPL5,0.494,0.009
849,RPL21,0.422,0.009
850,RPS9,0.616,0.003
851,RPS10;RPS10-NUDT3,0.329,0.025
852,GNPDA1,-0.943,0.001
853,IQGAP1,-0.445,0.005
854,CAPZA2,-0.401,0.101
855,CAPZB,-0.035,0.691
856,EIF1AX,0.222,0.253
857,QARS,0.185,0.157
858,UQCRFS1;UQCRFS1P1,0.19,0.384
859,ATP5O,-0.018,0.87
860,ARCN1,0.026,0.766
861,LSS,-0.899,0.07
862,PSMD8,0.098,0.737
863,CCT5,0.239,0.054
864,ALDH9A1,-0.386,0.027
865,RPL34,0.627,0.004
866,RPIA,-0.121,0.689
867,NASP,-0.046,0.594
868,FASN,-0.203,0.121
869,CCT3,0.232,0.077
870,TUFM,0.072,0.441
871,SRP9;DKFZp564M2223,-0.044,0.612
872,AARS,-0.693,0.006
873,SARS,-0.09,0.475
874,PSMB3,0.139,0.245
875,PSMB2,0.188,0.08
876,MCM2,-0.471,0.012
877,ACADVL,-0.443,0.025
878,TMED10,-0.314,0.037
879,HINT1,-0.057,0.697
880,RANBP2;RGPD5;RGPD3;RGPD8,0.011,0.898
881,SEPHS1,-0.558,0.028
882,GMPS,0.194,0.07
883,IDH3A,-0.973,0.12
884,GDI2,0.024,0.791
885,SERPINH1,-0.247,0.065
886,PDLIM4,-0.347,0.088
887,ST13;ST13P5,-0.087,0.418
888,VASP,-0.583,0.032
889,DNM2;DNM1,-0.584,0.007
890,NUDT2,-0.326,0.052
891,CCT8,0.214,0.095
892,CCT4,0.294,0.02
893,ANXA11,-0.132,0.405
894,RAB5C,-0.182,0.174
895,RAB7A,-0.31,0.051
896,DUSP3,-0.488,0.018
897,GALK1,-0.359,0.225
898,SSR4,-0.315,0.041
899,BCAP31,-0.549,0.004
900,PSMD7,0.437,0.006
901,HDGF,-0.183,0.497
902,NDUFA8,-0.975,0.004
903,HNRNPA3,0.132,0.169
904,PGD,-0.204,0.102
905,HNRNPM,-0.08,0.449
906,KPNA2,0.046,0.698
907,ARHGDIA,0.265,0.027
908,HNRNPF,-0.061,0.52
909,MSH6,-0.076,0.501
910,KIF11,-0.593,0.041
911,SMS,0.217,0.078
912,THOP1,-0.255,0.28
913,CAPZA1,0.081,0.564
914,BLVRA,-0.61,0.008
915,SLC25A1,-1.003,0.001
916,ACLY,0.286,0.023
917,METAP1,-0.107,0.391
918,COPB1,-0.06,0.517
919,COPA,-0.225,0.046
920,CTSC,-0.37,0.228
921,SUB1,0.06,0.532
922,RARS,0.31,0.063
923,YARS,-0.335,0.025
924,USP14,0.068,0.561
925,BCAT1,-0.628,0.168
926,ATP1B3,-0.293,0.074
927,ALDH18A1,0.135,0.166
928,NAPA,-0.654,0.004
929,EIF5,-0.364,0.088
930,PSMD4,0.188,0.181
931,CSE1L,0.268,0.046
932,VCP,-0.035,0.707
933,HADHB,-0.353,0.013
934,ADK,-0.09,0.754
935,ADAR,-0.475,0.007
936,SEC13,-0.693,0.003
937,NPEPPS,-0.01,0.913
938,HNRNPH2,-0.23,0.101
939,OXCT1,-0.301,0.062
940,EIF3B,0.216,0.064
941,MARS,0.085,0.639
942,ATP5I,-0.238,0.044
943,EIF6,-0.022,0.836
944,CTBP2,-0.519,0.02
945,MTPN,-0.061,0.523
946,ARPC4;ARPC4-TTLL3,-0.271,0.049
947,SEC61G,0.129,0.218
948,TPI1,-0.266,0.03
949,EIF3E,0.259,0.047
950,SEC61B,-0.144,0.451
951,UBE2G2,0.152,0.6
952,ACTB,0.171,0.119
953,EIF4A1,0.139,0.366
954,RPS20,0.272,0.111
955,S100A10,-0.391,0.018
956,CDC42,-0.325,0.046
957,DSTN,-0.289,0.073
958,RAB2A,-0.224,0.059
959,RAB10,-0.595,0.112
960,UBE2D3;UBE2D2,-0.397,0.009
961,UBE2K,-0.035,0.823
962,UBE2N,0.16,0.266
963,RAB14,-0.381,0.017
964,ACTR3,-0.235,0.167
965,ACTR2,0.202,0.109
966,ACTR1A,-0.322,0.019
967,ABCE1,-0.007,0.966
968,RAP1B;RAP1A,-0.188,0.157
969,RPS3A,0.431,0.008
970,RPL26;RPL26L1,0.402,0.007
971,PSME3,0.214,0.113
972,MAGOH;MAGOHB,-0.011,0.927
973,RPL27,0.209,0.11
974,RHOA,-0.112,0.295
975,HSPE1;HSPE1-MOB4,0.222,0.047
976,B2M,-0.923,0.002
977,SUMO2;SUMO3;SUMO4,-0.572,0.002
978,NUTF2,0.07,0.633
979,HNRNPK,-0.08,0.435
980,YWHAG,-0.003,0.988
981,RRAS2,0.223,0.062
982,RPS7,0.399,0.015
983,PPP1CA,-0.218,0.074
984,PPP1CB,-0.984,0.001
985,PSMC1,0.025,0.823
986,PSMC5,0.127,0.384
987,RPS8,0.56,0.002
988,RPS16,0.481,0.003
989,YWHAE,-0.031,0.71
990,RPS23,0.401,0.04
991,RPS18,0.587,0.002
992,RPS29,0.425,0.009
993,RPS13,0.421,0.014
994,RPS11,0.55,0.003
995,SNRPE,-0.002,0.979
996,SNRPF,-0.09,0.726
997,LSM3,-0.24,0.141
998,SNRPD1,0.419,0.015
999,SNRPD2,-0.043,0.666
1000,SNRPD3,-0.04,0.689
1001,TMSB4X,-0.699,0.256
1002,PSMC6,0.029,0.778
1003,RPL7A,0.42,0.008
1004,ETF1,0.094,0.303
1005,RPS4X,0.521,0.003
1006,RPS6,0.425,0.011
1007,HIST1H4A,-0.607,0.002
1008,RPL23,0.302,0.033
1009,RPS25,0.52,0.005
1010,RPS26;RPS26P11,0.546,0.003
1011,RPS28,0.713,0.003
1012,GNB1,-0.193,0.246
1013,RBX1,1.615,0.001
1014,GNB2,-0.353,0.016
1015,RPL39;RPL39P5,0.482,0.033
1016,RPL31,0.308,0.017
1017,RPL10A,0.41,0.006
1018,RPL11,0.369,0.013
1019,RPL8,0.175,0.144
1020,PPIA,-0.107,0.313
1021,FKBP1A;FKBP12-Exip2,-0.333,0.054
1022,RPS27A;UBC;UBB;UBA52,1.25,0.007
1023,GRB2,0.162,0.605
1024,RAC1;RAC3,-0.269,0.03
1025,YWHAZ,-0.129,0.18
1026,PPP2R2A,0.42,0.204
1027,RPL38,0.381,0.072
1028,RPS21,0.481,0.004
1029,GNB2L1,0.289,0.022
1030,ACTG1,0.365,0.042
1031,SUPT4H1,-0.187,0.096
1032,TMSB10,-0.175,0.207
1033,PPP2CA;PPP2CB,-0.008,0.924
1034,YBX1,0.246,0.138
1035,CSNK2B;CSNK2B-LY6G5B-1181;CSNK2B-LY6G5B--991,0.214,0.653
1036,ACTC1;ACTA1,0.458,0.027
1037,EEF1A1;EEF1A1P5,0.342,0.025
1038,TUBA1B;TUBA4A,0.266,0.031
1039,TUBB4B,0.303,0.018
1040,PAFAH1B2,-0.22,0.174
1041,HIST1H3A,-0.825,0.001
1042,EIF4G2,-0.272,0.034
1043,CCT2,0.316,0.021
1044,GSTO1,-0.151,0.515
1045,PRKDC,-0.185,0.231
1046,MRPS5,0.259,0.091
1047,MRPS9,0.133,0.258
1048,SARNP,-0.292,0.084
1049,LACTB,-0.819,0.002
1050,ARF1;ARF3,-0.257,0.184
1051,ERH,-0.148,0.353
1052,RHOG,-0.23,0.159
1053,FOXK1,-0.263,0.358
1054,RBM10;RBM6,-0.16,0.495
1055,RBM3,0.028,0.861
1056,TFAM,-0.395,0.008
1057,PURA,-0.559,0.177
1058,CLTC,-0.379,0.008
1059,NFKB2,-0.083,0.36
1060,FKBP3,-0.22,0.114
1061,SORD,-0.195,0.088
1062,HNRNPU,-0.121,0.206
1063,FABP5,0.232,0.231
1064,CAP1,-0.165,0.125
1065,HMGCS1,0.739,0.001
1066,DR1,-0.269,0.636
1067,PFKP,0.13,0.218
1068,PLCB3,-0.101,0.562
1069,FKBP4,0.444,0.006
1070,PLOD1,-1.211,0.144
1071,RPL6,0.278,0.024
1072,LMNB2,-0.114,0.521
1073,GBE1,-0.711,0.001
1074,GLO1,-0.355,0.019
1075,YWHAH,0.196,0.124
1076,CSTF1,-0.145,0.177
1077,SRSF11,-0.107,0.495
1078,PTPN11,-0.534,0.005
1079,PPAT,0.363,0.009
1080,GFPT1,-0.057,0.618
1081,PSME1,-0.655,0.002
1082,RING1;RNF2,0.583,0.028
1083,PRDX1,0.056,0.538
1084,C1QBP,0.248,0.042
1085,CKAP4,-0.413,0.018
1086,KHDRBS1,-0.005,0.959
1087,BAX,-0.642,0.014
1088,ARHGAP1,-0.745,0.017
1089,PPP3CA;PPP3CB,-0.161,0.401
1090,DHX9,0.039,0.692
1091,LGALS3BP,-0.047,0.82
1092,PPID,0.051,0.685
1093,SSRP1,-0.162,0.166
1094,NSUN2,0.405,0.039
1095,RBBP4,-0.303,0.035
1096,AHNAK,0.141,0.705
1097,AP1B1,-0.06,0.56
1098,PMPCA,-0.208,0.071
1099,SCRN1,-0.191,0.072
1100,TWF1,0.063,0.76
1101,SF3A3,0.118,0.225
1102,AIMP1,0.033,0.706
1103,ILF2,-0.041,0.713
1104,ILF3,0.027,0.77
1105,TRAP1,0.185,0.119
1106,MLLT11,0.149,0.74
1107,FLII,0.381,0.024
1108,ACACA,-0.332,0.171
1109,IK,-0.156,0.447
1110,PRKAA1,-0.251,0.498
1111,TARDBP;TDP43,-0.108,0.502
1112,HNRNPA0,-0.453,0.011
1113,AIMP2,0.103,0.271
1114,PRDX4,-0.215,0.277
1115,PAK2,-0.197,0.258
1116,CBX3,-0.112,0.354
1117,PSMD2,0.54,0.004
1118,SRSF9,0.056,0.714
1119,SRSF5,0.349,0.091
1120,TRIM28,-0.038,0.687
1121,DHRS2,-0.286,0.099
1122,G3BP1,-0.161,0.155
1123,EIF3I,-0.129,0.194
1124,UBE2V1;TMEM189-UBE2V1,-0.08,0.374
1125,DYNC1I2,-0.534,0.188
1126,NNT,-0.736,0.01
1127,TCOF1,0.362,0.068
1128,SF3B2,-0.282,0.052
1129,PDAP1,-0.167,0.273
1130,PICALM,-0.286,0.03
1131,SQSTM1,-0.602,0.12
1132,TUBB3,0.315,0.067
1133,PIN1,-0.019,0.925
1134,DCTN2,-0.105,0.463
1135,TRA2A,0.13,0.374
1136,SNX1,-0.493,0.004
1137,TSTA3,-0.106,0.252
1138,MOGS,-0.683,0.002
1139,ALCAM,0.727,0.005
1140,DDX39B,-0.049,0.643
1141,BLMH,0.021,0.851
1142,EXOSC2,0.333,0.02
1143,IL18,0.029,0.809
1144,BOP1,-0.082,0.566
1145,EIF3A,0.234,0.044
1146,TTLL12,-0.332,0.013
1147,FHL2,0.318,0.101
1148,DPYSL3,-0.271,0.046
1149,DYNC1H1,-0.288,0.036
1150,EIF2B1,0.145,0.654
1151,EIF4A2,-1.206,0.001
1152,CTTN,-0.15,0.205
1153,TRIM25,-0.335,0.024
1154,FLNC,1.081,0.002
1155,GNA13,-0.829,0.028
1156,GALE,-0.778,0.001
1157,CAPRIN1,-0.263,0.098
1158,RBM39,-0.013,0.919
1159,MCM6,-0.296,0.08
1160,SMC1A,0.013,0.897
1161,GANAB,-0.413,0.033
1162,MVP,-0.842,0.001
1163,LASP1,0.087,0.456
1164,RAB39A;RAB6A;RAB6B,-0.181,0.135
1165,KPNB1,0.016,0.855
1166,PSMD6,0.465,0.104
1167,SEPT2,-0.397,0.007
1168,NCAPD2,-0.92,0.239
1169,EFTUD2,-0.093,0.456
1170,KARS,0.236,0.109
1171,EIF4H,-0.096,0.403
1172,EEA1,-1.029,0.025
1173,PDIA6,-0.351,0.015
1174,PAFAH1B3,-0.578,0.004
1175,PEA15,0.217,0.159
1176,PLEC,0.49,0.003
1177,PPA1,0.249,0.045
1178,NONO,-0.316,0.021
1179,QPRT,-0.779,0.004
1180,RCN1,-0.259,0.345
1181,PCBP1,-0.215,0.065
1182,TCEB2,-0.33,0.031
1183,SF3B3,-0.214,0.101
1184,CNN3,0.344,0.011
1185,SAFB,0.027,0.889
1186,SF3A2,0.505,0.005
1187,SF3A1,0.058,0.583
1188,TRIP13,0.346,0.131
1189,MAPRE1,0.055,0.629
1190,ELAVL1,0.175,0.162
1191,MYLK,-0.576,0.003
1192,SLC1A5,-0.375,0.114
1193,TOMM34,0.098,0.505
1194,UBE2V2,0.296,0.028
1195,NEDD8;NEDD8-MDP1,0.157,0.155
1196,RAB11B;RAB11A,-0.258,0.036
1197,ZYX,0.686,0.031
1198,ADRM1,0.077,0.436
1199,UAP1,0.834,0.026
1200,DDB1,-0.247,0.053
1201,MRPL23,-0.295,0.126
1202,CDC37,0.333,0.064
1203,DBN1,-0.443,0.011
1204,FSCN1,0.088,0.432
1205,DECR1,-0.773,0.007
1206,NDUFA5,-0.071,0.526
1207,TST,-1.227,0.0
1208,UPP1,-0.328,0.082
1209,CDO1,0.318,0.027
1210,HNRNPUL2;HNRNPUL2-BSCL2,-0.212,0.133
1211,SMU1,-0.16,0.265
1212,TRMT5,0.411,0.02
1213,UAP1L1,-0.531,0.032
1214,TUBB8,0.21,0.088
1215,FAM98B,0.391,0.314
1216,LACTB2,-0.055,0.647
1217,HSP90AB2P,-0.286,0.112
1218,ZNF326,-0.082,0.453
1219,DPCD,-0.397,0.054
1220,RRP12,0.077,0.413
1221,ENTPD8,-0.427,0.012
1222,LRRK2,-0.31,0.802
1223,SH3BGRL3,0.046,0.598
1224,MCM10,-0.176,0.804
1225,C9orf64,-0.733,0.002
1226,NT5DC1,-0.244,0.101
1227,CROCC,0.123,0.461
1228,FLNA,0.08,0.51
1229,ATL3,-0.106,0.355
1230,CIAPIN1,0.081,0.554
1231,SMYD5,-2.604,0.005
1232,LAMTOR1,-0.018,0.957
1233,PTRF,-0.915,0.013
1234,EDC4,-0.296,0.13
1235,PRPF8,0.034,0.773
1236,FAHD1,0.301,0.677
1237,SND1,0.134,0.217
1238,TRMT10C,0.359,0.119
1239,EIF3M,0.288,0.06
1240,CYFIP1,-0.023,0.853
1241,HUWE1,-0.516,0.005
1242,PABPN1,0.007,0.961
1243,KTN1,-0.4,0.018
1244,ALYREF,0.137,0.169
1245,CAND1,-0.166,0.236
1246,TSPYL5,-0.184,0.388
1247,THOC6,-1.183,0.01
1248,CXorf67,-0.308,0.07
1249,CARM1,-0.11,0.409
1250,AHNAK2,-1.092,0.0
1251,RHOT2,0.017,0.868
1252,MRPL41,-0.357,0.015
1253,FTSJ3,-0.009,0.937
1254,CCAR2,0.109,0.471
1255,NDUFAF2,-0.377,0.048
1256,NUP93,-0.003,0.974
1257,LRRC47,-0.0,0.998
1258,ARFGAP1,0.084,0.558
1259,TXNDC5,-0.02,0.822
1260,ZNF114,-0.16,0.433
1261,MAPK1IP1L,0.098,0.7
1262,NPLOC4,0.191,0.253
1263,RDH11,-0.683,0.003
1264,LRRC20,-0.036,0.859
1265,NT5C,-1.322,0.002
1266,PNPT1,0.465,0.01
1267,GEMIN5,-0.49,0.011
1268,IPO4,-0.015,0.914
1269,ZC3H15,0.055,0.756
1270,PPP1R13L,0.239,0.044
1271,PDCD6IP,-0.092,0.305
1272,BRK1,-0.495,0.005
1273,SCFD1,-0.308,0.026
1274,UBLCP1,-0.246,0.046
1275,PCNP,-0.362,0.043
1276,ATXN2L,-0.34,0.204
1277,PSPC1,0.501,0.187
1278,DNAJC9,0.142,0.28
1279,H1FX,-0.298,0.039
1280,CCT6B,0.121,0.234
1281,HSPH1,0.39,0.008
1282,GCN1L1,0.103,0.362
1283,TFG,-0.932,0.019
1284,HDAC2,0.13,0.263
1285,RAD50,-0.41,0.013
1286,UFD1L,0.181,0.103
1287,UPF1,0.125,0.345
1288,COPS5,0.117,0.346
1289,SMARCC1,-0.064,0.722
1290,TNPO1,0.307,0.026
1291,EMG1,-0.309,0.105
1292,GLMN,0.446,0.333
1293,HIST1H2AC;HIST3H2A;HIST1H2AB,-0.459,0.008
1294,MYDGF,-0.258,0.045
1295,MRPL24,-0.267,0.1
1296,MAGOHB,0.304,0.025
1297,LRRC59,0.423,0.008
1298,FKBP10,-0.334,0.027
1299,FAM136A,-0.81,0.164
1300,EFHD2,0.709,0.008
1301,PPP1R14B,-0.089,0.608
1302,SNRNP40;DKFZp434D199,0.253,0.092
1303,DYNLL2,-0.516,0.049
1304,PGM2,0.66,0.053
1305,FAHD2A,-0.56,0.042
1306,ZC3HAV1L,-0.76,0.02
1307,ERO1L,-0.539,0.035
1308,FUBP3,0.071,0.606
1309,GMPPA,-0.378,0.156
1310,ABHD14B,-0.293,0.031
1311,THOC3,-0.314,0.198
1312,PBK,-0.161,0.232
1313,CNDP2,-0.276,0.035
1314,PRRC1,-0.049,0.625
1315,RBM14,-0.154,0.14
1316,VPS35,-0.379,0.035
1317,PURB,-0.284,0.051
1318,NUDCD1,0.486,0.005
1319,MMS19,-0.619,0.227
1320,PSMB7,-0.484,0.021
1321,CDC5L,-0.38,0.069
1322,PSMD1,0.132,0.565
1323,PFDN5,0.234,0.098
1324,PARK7,-0.34,0.02
1325,VAT1,-1.077,0.001
1326,PLIN2,-0.255,0.438
1327,S100A13,-0.561,0.023
1328,EIF3C;EIF3CL,0.175,0.293
1329,TTC1,-0.312,0.037
1330,DNAJC7,0.039,0.682
1331,PHB2,0.159,0.328
1332,KIF2C,-0.643,0.005
1333,HSD17B10,0.089,0.429
1334,NAP1L4,-0.11,0.376
1335,CCT7,0.305,0.018
1336,SH3GL1,-0.351,0.15
1337,NIPSNAP1,-0.612,0.007
1338,NCAPG,-0.113,0.248
1339,ARPC5L,0.289,0.036
1340,WDR77,0.474,0.049
1341,TUBA1C,0.281,0.039
1342,CORO1B,-1.325,0.0
1343,TXNDC17,-0.082,0.389
1344,GINS3,-0.315,0.097
1345,ERP44,-0.261,0.031
1346,TACO1,0.241,0.196
1347,ESYT1,-0.029,0.857
1348,COPS4,0.032,0.897
1349,TUBB6,0.483,0.005
1350,BDH2,-0.818,0.011
1351,NTMT1,-0.023,0.857
1352,TUBB2B,0.458,0.007
1353,PBDC1,-0.216,0.079
1354,TMED9,1.539,0.001
1355,GNL3,0.135,0.493
1356,NUP85,0.999,0.16
1357,ACAT2,-0.309,0.443
1358,RBM4;RBM4B,-0.525,0.027
1359,SF3B5,0.173,0.099
1360,HINT2,-1.415,0.001
1361,SRRT,0.201,0.258
1362,QTRT1,-0.614,0.006
1363,CECR5,-0.358,0.255
1364,ITPA,-0.358,0.016
1365,EIF2A,-0.135,0.596
1366,MRPL13,0.41,0.076
1367,MRPL1,-0.152,0.757
1368,NLN,-0.252,0.069
1369,DPY30,-1.036,0.015
1370,UBE2O,-0.281,0.551
1371,NAT10,0.103,0.26
1372,KLC2;KLC1,0.275,0.21
1373,XRN2,-0.131,0.215
1374,DDX47,-0.019,0.839
1375,RAB1B,-0.218,0.057
1376,EHD4,-0.313,0.355
1377,MRPL46,-0.345,0.017
1378,BOLA2;BOLA2B,0.161,0.11
1379,TMX1,-0.7,0.037
1380,PTPN23,1.553,0.0
1381,EHD1,-0.006,0.977
1382,NOL6,-0.153,0.584
1383,PTGES2,-0.453,0.202
1384,PHAX,-0.138,0.163
1385,UBE2Z,-0.207,0.395
1386,MOB1A;MOB1B,-0.605,0.032
1387,HN1L,-0.188,0.108
1388,SFXN1,-0.072,0.412
1389,GRPEL1,0.033,0.762
1390,C12orf10,-0.024,0.812
1391,CACYBP,-0.248,0.532
1392,SDF2L1,0.123,0.437
1393,TM9SF3,-0.308,0.032
1394,RAB18,-0.172,0.436
1395,MRPS30,-0.161,0.171
1396,DYNLRB1;DYNLRB2,-0.391,0.02
1397,EXOSC4,0.203,0.232
1398,NOP10,0.311,0.048
1399,TIGAR,0.033,0.731
1400,RTN4,0.234,0.041
1401,RPRD1B,-0.323,0.05
1402,NIT2,-0.451,0.031
1403,EXOSC3,-0.505,0.041
1404,ANLN,-0.297,0.526
1405,XPNPEP1,0.128,0.436
1406,PDLIM7,-0.053,0.771
1407,DDX21,0.293,0.151
1408,SAR1A,-1.276,0.239
1409,NANS,0.021,0.863
1410,EIF2B3,0.039,0.682
1411,POLE3,0.093,0.569
1412,CHRAC1,0.063,0.691
1413,AASDHPPT,-0.598,0.002
1414,HEBP1,-0.69,0.001
1415,APOBEC3C,-0.319,0.107
1416,PHPT1,-0.543,0.02
1417,FARSB,0.383,0.015
1418,IARS2,-0.246,0.107
1419,ATG3,-0.395,0.017
1420,LIN7C;LIN7A,-0.119,0.283
1421,FAM49B,0.042,0.638
1422,ATAD3A,0.464,0.024
1423,DDX18,-0.343,0.316
1424,PNPO,-0.267,0.043
1425,ARMC1,-0.247,0.113
1426,SLTM,-0.238,0.144
1427,OCIAD1,-0.321,0.018
1428,ADPRHL2,-0.376,0.01
1429,GAR1,0.189,0.237
1430,PPP4R2,0.249,0.461
1431,AATF,0.141,0.173
1432,DDX56,-0.109,0.24
1433,MRPL39,0.203,0.233
1434,UGGT1,0.184,0.762
1435,MAT2B,-0.449,0.011
1436,CHMP5,-1.223,0.004
1437,MRPL15,0.201,0.086
1438,HACD3,0.051,0.61
1439,NDUFA13,-0.118,0.304
1440,PDP1,-2.93,0.001
1441,RCC2,-0.61,0.003
1442,BCCIP,-0.243,0.089
1443,LARS,-0.045,0.642
1444,SAE1,-0.463,0.006
1445,GNG12,-0.188,0.318
1446,GRHPR,-0.445,0.048
1447,UBA2,-0.556,0.085
1448,ABCF2,0.375,0.012
1449,NDRG3,-0.006,0.967
1450,SRP68,-0.186,0.137
1451,CHORDC1,0.952,0.003
1452,SEPT9,-0.027,0.774
1453,PFDN2,0.473,0.008
1454,TRMT112,-0.698,0.007
1455,SLC25A13,-0.418,0.045
1456,DBNL,-0.245,0.18
1457,DCTN4,-0.187,0.09
1458,STOML2,-0.027,0.768
1459,HN1,0.238,0.082
1460,MRTO4,0.083,0.603
1461,CPSF3,-0.122,0.23
1462,RALY,-0.51,0.005
1463,CDV3,-0.06,0.512
1464,CORO1C,0.332,0.056
1465,NOB1,-0.39,0.009
1466,PRPF19,-0.09,0.448
1467,UBQLN1,0.0,1.0
1468,VPS4A,-1.155,0.123
1469,G3BP2,-0.295,0.071
1470,STUB1,-0.102,0.456
1471,PACSIN2,-0.294,0.173
1472,MAGED2,-0.88,0.008
1473,PSMD13,0.385,0.022
1474,COPS3,0.32,0.045
1475,NSFL1C,0.706,0.08
1476,SRRM2,-0.16,0.195
1477,PA2G4,0.325,0.071
1478,SMC3,-0.361,0.044
1479,RUVBL2,-0.013,0.897
1480,PIN4,-0.789,0.001
1481,RUVBL1,0.06,0.638
1482,NUDC,0.199,0.076
1483,VDAC3,-0.215,0.361
1484,CFL2,-0.21,0.112
1485,FARSA,-0.21,0.435
1486,DRG1,-0.083,0.367
1487,NCKAP1,0.257,0.566
1488,CNPY2,-0.208,0.193
1489,MRPS28,-0.775,0.118
1490,POLDIP2,-0.278,0.048
1491,NOP58,0.292,0.158
1492,SUGT1,-0.37,0.022
1493,LSM2,-0.336,0.044
1494,MRPS2,0.2,0.168
1495,MRPL11,-0.17,0.36
1496,PPIL1,-0.102,0.497
1497,STRAP,0.101,0.497
1498,RTCB,0.075,0.505
1499,RPL36,0.428,0.009
1500,TLN1,-0.002,0.981
1501,AFG3L2,-0.615,0.004
1502,LSM5,-0.425,0.008
1503,PPME1,0.943,0.069
1504,YTHDF2,-0.417,0.079
1505,NME7,-0.054,0.663
1506,SUPT16H,0.232,0.065
1507,TIMM9,0.467,0.009
1508,CD2AP,-0.591,0.003
1509,TIMM13,-0.005,0.968
1510,GMPPB,-0.294,0.02
1511,RBM8A,0.125,0.25
1512,SNX8,-0.412,0.012
1513,SNX5,-0.199,0.113
1514,NUBP2,-0.598,0.005
1515,COPG1,0.164,0.129
1516,CLIC4,-0.157,0.401
1517,NFS1,0.494,0.183
1518,MTCH2,-0.687,0.001
1519,PSMC3,0.071,0.531
1520,ACIN1,0.156,0.421
