Bait,Prey,PreyGene,Spec,SpecSum,AvgSpec,NumReplicates,ctrlCounts,AvgP,MaxP,TopoAvgP,TopoMaxP,SaintScore,logOddsScore,FoldChange,BFDR,boosted_by
XWDR82,HIST1H4A,HIST1H4A,6|4,10,5.0,2,7|6,0.0,0.0,0.0,0.0,0.0,-20.48,0.77,0.69,
XWDR82,HSPA5,HSPA5,12|12,24,12.0,2,29|31,0.0,0.0,0.0,0.0,0.0,-97.64,0.4,0.69,
XWDR82,HSPA4,HSPA4,0|1,1,0.5,2,17|20,0.0,0.0,0.0,0.0,0.0,-83.91,0.03,0.69,
XWDR82,HSPA8,HSPA8,31|38,69,34.5,2,43|48,0.0,0.0,0.0,0.0,0.0,-120.73,0.76,0.69,
XWDR82,NELFE,NELFE,9|6,15,7.5,2,23|22,0.0,0.0,0.0,0.0,0.0,-81.26,0.33,0.69,
XWDR82,COPRS,COPRS,1|1,2,1.0,2,2|4,0.0,0.0,0.0,0.0,0.0,-12.54,0.33,0.69,
XWDR82,ZC3H15,ZC3H15,1|0,1,0.5,2,13|13,0.0,0.0,0.0,0.0,0.0,-59.33,0.04,0.69,
XWDR82,ZC3H14,ZC3H14,8|9,17,8.5,2,18|29,0.0,0.0,0.0,0.0,0.0,-80.0,0.36,0.69,
XWDR82,ZC3H18,ZC3H18,2|1,3,1.5,2,5|6,0.0,0.0,0.0,0.0,0.0,-22.93,0.27,0.69,
XWDR82,ABCD3,ABCD3,1|0,1,0.5,2,15|16,0.0,0.0,0.0,0.0,0.0,-70.5,0.03,0.69,
XWDR82,DHX9,DHX9,23|15,38,19.0,2,69|59,0.0,0.0,0.0,0.0,0.0,-232.42,0.3,0.69,
XWDR82,NELFA,NELFA,2|0,2,1.0,2,5|12,0.0,0.0,0.0,0.0,0.0,-38.91,0.12,0.69,
XWDR82,TCOF1,TCOF1,9|7,16,8.0,2,2|3,0.34,0.57,0.34,0.57,0.34,-2.14,3.2,0.29,
XWDR82,NUP98,NUP98,9|6,15,7.5,2,32|36,0.0,0.0,0.0,0.0,0.0,-130.33,0.22,0.69,
XWDR82,SP1,SP1,0|1,1,0.5,2,2|5,0.0,0.0,0.0,0.0,0.0,-17.26,0.14,0.69,
XWDR82,HNRNPDL,HNRNPDL,1|1,2,1.0,2,2|1,0.0,0.0,0.0,0.0,0.0,-6.93,0.67,0.69,
XWDR82,ANKRD20A12P,ANKRD20A12P,1|1,2,1.0,2,1|3,0.0,0.0,0.0,0.0,0.0,-8.63,0.5,0.69,
XWDR82,MAZ,MAZ,0|2,2,1.0,2,1|1,0.01,0.02,0.01,0.02,0.01,-6.53,1.0,0.49,
